key,code,moment,startSponsor,endSponsor,amount,sponsorshipType,email,moreInfo,draftMode,key:project,key:sponsor
sponsorship-68,SP-064,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"CAD 0.01",Financial,example@example.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-69,SP-065,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"CAD 1,000,000.00",Financial,example@example.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-70,SP-066,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"CAD 999,999.99",Financial,example@example.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-71,SP-067,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"CAD 500,000.00",Financial,example@example.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-72,SP-068,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",In_kind,example@example.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-73,SP-069,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,a@b.e,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-74,SP-070,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,a@b.es,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-75,SP-071,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,a@b.esx,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-76,SP-072,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,trainingsession@alum.us.es,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-77,SP-073,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,trainingsession@100.100.100.2,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-78,SP-074,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,trainingsession!@gmail.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-79,SP-075,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,trainingsessiontoreach64onthelocalpartoftheemailtotestitworksoki@gmail.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-80,SP-076,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,trainingsessiontoreach63onthelocalpartoftheemailtotestitworksok@gmail.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-81,SP-077,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,trainingsessiontoreach254charactersnfiowienfoiowie@areuafha.iuwfhewu.ifhoawef.hoaewhoa.ehfoaeho.ihfaohfi.oahfoaew.hfoiaehf.ohohfoeh.foaihfoi.ahfiofho.fhofhaoi.hfiafaof.haoiwefh.oaiefhao.iehfaoiw.ehfiohwe.oiahfoia.whfawhef.aiofoaei.eheieioo.ooooiyyy.j.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-82,SP-078,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,trainingsessiontoreach255charactersnfiowienfoiowie@areuafha.iuwfhewu.ifhoawef.hoaewhoa.ehfoaeho.ihfaohfi.oahfoaew.hfoiaehf.ohohfoeh.foaihfoi.ahfiofho.fhofhaoi.hfiafaof.haoiwefh.oaiefhao.iehfaoiw.ehfiohwe.oiahfoia.whfawhef.aiofoaei.eheieioo.ooooiyyy.jy.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-83,SP-079,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,trainingsession@x.es,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-84,SP-080,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,trainingsession@üñîçódé.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-85,SP-081,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,trainingsession@icloud.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-86,SP-082,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,trainingsession@outlook.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-87,SP-083,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,ts@gmail.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-88,SP-084,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,kjfjnalksdjnflkjaslkdjfnlkajsdnlfkjanldsjfnlkjasdlfjkasljdfnlkjf@k.as.df.asdf.as.df.asd.f.asd.f.asd.f.asd.f.asd.f.asd.f.asd.f.asd.f.ads.f.asd.f.sd.f.as.df.as.d.f.asd.f.as.df.asd.f.sa.d.s.a.sdf.a.sd.f.asd.f.asd.f.asd.f.asd.f.a.dsf.as.df.asd.f.asas.df.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-89,SP-085,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,kjfjnalksdjnflkjaslkdjfnlkajsdnlfkjanldsjfnlkjasdlfjkasljdfnlkjf@k.as.df.asdf.as.df.asd.f.asd.f.asd.f.asd.f.asd.f.asd.f.asd.f.asd.f.ads.f.asd.f.sd.f.as.df.as.d.f.asd.f.as.df.asd.f.sa.d.s.a.sdf.a.sd.f.asd.f.asd.f.asd.f.asd.f.a.dsf.as.df.asd.f.asas.d.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-90,SP-086,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,exampleempleexleexampleexampleexaexampleexampleexampleeleexample@gmail.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-91,SP-087,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,exampleempleexleexampleexampleexaexampleexampleexampleeleexampl@gmail.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-92,SP-088,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://a.c,0,project-01,sponsor-001
sponsorship-93,SP-089,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://a.bc,0,project-01,sponsor-001
sponsorship-94,SP-090,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,https://www.example.com/abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuv,0,project-01,sponsor-001
sponsorship-95,SP-091,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,https://www.example.com/abcdefghijklmnopqrstuvwxyzabcdefghijklmnoprstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuv,0,project-01,sponsor-001
sponsorship-96,SP-092,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,https://exampleasdfasdfasdfasdfaafasdfasdfasdsdfasdfasdf.com/sponsor1,0,project-01,sponsor-001
sponsorship-97,SP-093,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,ftp://,0,project-01,sponsor-001
sponsorship-98,SP-094,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,ftp://a,0,project-01,sponsor-001
sponsorship-99,SP-095,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,ftp://a.b,0,project-01,sponsor-001
sponsorship-100,SP-096,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,"http://www.lorem-ipsum.org/dolor/sit/amet,/consectetur/adipiscing/elit,/sed/do/eiusmod/tempor/incididunt/ut/labore/et/dolore/magna/aliqua/Ut/enim/ad/minim/veniam/quis/nostrud/exercitation/ullamco/laboris/nisi/ut/aliquip/ex/ea/commodo/consequat/duis/aute/",0,project-01,sponsor-001
sponsorship-101,SP-097,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,"http://www.lorem-ipsum.org/dolor/sit/amet,/consectetur/adipiscing/elit,/sed/do/eiusmod/tempor/incididunt/ut/labore/et/dolore/magna/aliqua/Ut/enim/ad/minim/veniam/quis/nostrud/exercitation/ullamco/laboris/nisi/ut/aliquip/ex/ea/commodo/consequat/duis/aute/X",0,project-01,sponsor-001
sponsorship-102,SP-098,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,https://www.lorem-ipsum.org,0,project-01,sponsor-001
sponsorship-103,SP-099,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,ftp://www.lorem-ipsum.org,0,project-01,sponsor-001
sponsorship-104,SP-100,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://www.lorem-ipsum.org/dolor/sit.html,0,project-01,sponsor-001
sponsorship-105,SP-101,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://www.lorem-ipsum.org/dolor/sit.html#dolor,0,project-01,sponsor-001
sponsorship-106,SP-102,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://example.org?a=1&b=2,0,project-01,sponsor-001
sponsorship-107,SP-103,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://example.org?,0,project-01,sponsor-001
sponsorship-108,SP-104,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://example.org?a,0,project-01,sponsor-001
sponsorship-109,SP-105,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://example.org?a&b,0,project-01,sponsor-001
sponsorship-110,SP-106,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://example.org/,0,project-01,sponsor-001
sponsorship-111,SP-107,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://example.org/a,0,project-01,sponsor-001
sponsorship-112,SP-108,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://example.org/a/b,0,project-01,sponsor-001
sponsorship-113,SP-109,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://example.org/a/b?,0,project-01,sponsor-001
sponsorship-114,SP-110,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,http://example.org/a/b?a&b,0,project-01,sponsor-001
sponsorship-115,SP-111,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-116,SP-112,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,https://example.com/sponsor1,0,project-01,sponsor-001
sponsorship-117,SP-113,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,https://example.com/sponsor1,1,project-02,sponsor-001
sponsorship-118,SP-114,2020/03/14 15:32,2024/03/14 15:32,2025/03/14 15:32,"USD 12,345.00",Financial,example@example.com,https://example.com/sponsor1,0,project-01,sponsor-002
